,codeid,label,type,uuid
574,P0579,Petrus de La Garda,PERSON,d8d4bd34-2891-4c86-81fa-30f28767836d
575,P0580,Petrus de La Gorsa,PERSON,f533e4be-a12b-491a-8e5a-cf62bd7f699e
576,P0581,Petrus de Pomareda,PERSON,31dbade6-7853-458c-8a58-10c5992dd85d
577,P0582,Petrus de Lacomba,PERSON,55814b73-2b8d-413b-9541-f737e5e4b0c4
578,P0583,Petrus de Lanes,PERSON,47017bd3-b7ff-4675-8893-d5e693db1403
579,P0584,Petrus de Las Oleiras,PERSON,5d0cf8d3-1a1b-4e56-a434-2574102c3090
580,P0585,Petrus de Monteacuto,PERSON,740dcb77-ab43-4ab8-8897-97c7700f2804
581,P0586,Petrus de Montpezat,PERSON,0259acfd-4ad3-4d14-89d8-bd1eba3b6f19
582,P0587,Petrus de Penna,PERSON,3db5b0be-f697-4af6-a50c-e92d8807c765
583,P0588,Petrus de Petragor,PERSON,0295ca88-d430-4be8-9c72-8d339b8aa63d
584,P0589,Petrus de Rotival,PERSON,fb13e878-d5dc-4035-923c-d701aaef5439
585,P0590,Petrus de Tinha,PERSON,c5572bfb-d7a7-4bfe-8822-c630c631d119
586,P0591,Petrus de Vallibus,PERSON,0d1ffd44-f00d-45cf-960e-98c226bb922f
587,P0592,Petrus de Vernolio,PERSON,b39f7caf-f0cf-4a7c-89d7-d96e8d5751c8
588,P0593,Petrus de Bruhl,PERSON,32bb1ab6-a833-43d5-904b-0fe7e378322b
589,P0594,Petrus dels Pratz,PERSON,9e42afb5-aa01-4c43-8fef-3052cc78a633
590,P0595,Petrus Durandi,PERSON,007b08bd-c5fe-4a53-9385-b731d25268f1
591,P0596,Petrus Stephani,PERSON,40636517-080a-47dd-937e-5ec4ba917c44
592,P0597,Petrus Gauraldi,PERSON,0e542883-811c-45b3-9853-18d85221ae10
593,P0598,Petrus Geraldi,PERSON,df8921fb-f932-41ed-8e2b-42018027eddf
594,P0599,Petrus Guillelmi de Godor,PERSON,c99a5550-daa0-4fbc-a06d-d37d162784cd
595,P0600,Petrus Guillelmi,PERSON,63667e2d-271c-4cc9-bec3-9c7f80ae2c69
596,P0601,Petrus [Guillelmi],PERSON,43f82ee8-5c6e-4567-999a-43d5e6f4e091
597,P0602,Petrus Lanes,PERSON,3dad1fca-9705-427a-a17b-86bc0f883a96
598,P0603,Petrus Magis,PERSON,206241fd-0f22-4f72-971d-d0baa3d5232e
599,P0604,Petrus Peregrini,PERSON,41a527b6-49f6-45bd-9e6e-8c714df39840
600,P0605,Petrus [Raimundus],PERSON,3ece4e1b-72df-4b0e-bfbf-992914523934
601,P0606,Petrus [Raimundus] Roca,PERSON,d5c42249-ac38-4caa-b2a6-f4bf4a7a9443
602,P0607,Petrus Rigaldi,PERSON,f4541112-779e-4df3-98aa-dbdda7773ec8
603,P0608,Petrus Rossel,PERSON,6b81a415-22e4-49eb-aa5a-10a2dc673692
604,P0609,Petrus Saliners,PERSON,86bef5ed-9b37-49d1-b72d-babc39400381
605,P0610,Petrus Teires,PERSON,cb37075a-513d-4290-9afc-af0bc6c4f4e9
606,P0611,Petrus V. de Valtauren,PERSON,d55f307e-e39c-4fe6-8d29-c2a3d663f8eb
607,P0612,Poncia,PERSON,a32859a2-73bd-48ec-bd09-b23d87123f87
608,P0613,Poncia,PERSON,403d9004-5332-4e32-8206-8ffd5d857969
609,P0614,Poncia,PERSON,e7050977-e0b4-4ea3-8f8f-fc4109961596
610,P0615,Poncius Archaubal,PERSON,f6283d4a-d78f-4d61-8258-ffed9260b31f
611,P0616,Poncius Boneta,PERSON,facbc14d-9bf8-47b7-9f55-74761e248349
612,P0617,Poncius d'Arquembal,PERSON,8547a49d-b365-412a-a533-9aeb62c16f8c
613,P0618,Poncius de Coltz,PERSON,ab0a83ba-b66c-4485-bbd9-7824594235f9
614,P0619,Poncius de La Junqueria,PERSON,f2891f07-11f3-4925-9390-da5d2dc4dd0a
615,P0620,Poncius de La Lonqueira,PERSON,caba50db-c879-4cc5-9b0d-8af0c00c8ad9
616,P0621,Poncius de Mairot,PERSON,35af0964-0bf5-44c6-aba9-50c29d0e56e6
617,P0622,Poncius de Vacaressa,PERSON,64f91404-930e-4f01-8275-c8736c5b994a
618,P0623,Poncius,PERSON,3f8aff40-6d1b-42f3-a757-a97e1bd73252
619,P0624,Poncius Faucoaire,PERSON,8ef69fe0-ba79-405f-b4e3-d538c275f3fa
620,P0625,Poncius Guillelmus,PERSON,b6e24a87-108d-4fee-9fc3-230f09ca7cc2
621,P0626,Poncius Lemovicensis,PERSON,50079db8-c7da-4af9-8de3-9c3edd381176
622,P0627,Poncius Pelliparii,PERSON,75a8d988-b674-4890-b363-d3232601cfca
623,P0628,Poncius Seguini,PERSON,05e5bea5-edb0-456b-9c30-2e086ddcbfd7
624,P0629,R. A. Marla,PERSON,ff855a34-7a76-4cde-9971-1f0b7423d74d
625,P0630,R. Giraudi,PERSON,da07b881-1289-4c94-89ef-196574788082
626,P0631,Ramon de Roffilhac,PERSON,2e39d3fd-ca12-4c88-92bc-2af9e795499a
627,P0632,[Raimundus] Affortiz,PERSON,39620c00-b38a-4783-9d3e-fcaff8949e63
628,P0633,[Raimundus] Alegres,PERSON,f13bc31a-7f2f-4e3c-b3c0-4719844c7ed0
629,P0634,[Raimundus] [Arnaldus] de Bos,PERSON,9fa6c8ec-99b3-4f58-96b0-1d2fef84bb46
630,P0635,Raimundus Auriol,PERSON,f5ed1109-0d0e-4f27-af0f-3e9d13de7746
631,P0636,Raimundus Bernardi,PERSON,bba4b2b6-eea2-4ecb-972a-e6eaac33e97d
632,P0637,[Raimundus] [Bernardi] de Castilho,PERSON,9c26f6be-ea0e-4b20-b65a-a95b34f51fb7
633,P0638,[Raimundus] [Bernardi] de Gaulenas,PERSON,cc8773cf-3fa6-4613-90fc-e8eda6ca81bd
634,P0639,[Raimundus] Bernardus de Pereilha,PERSON,12618b04-d7ba-46ac-8228-f59c154bccbd
635,P0640,[Raimundus] [Bernardi] Divis Arnaldi,PERSON,d53c8820-7649-44f0-a15e-7fe33cffbe2d
636,P0641,[Raimundus] Canels,PERSON,22a79c3a-8532-45b0-9efc-3670d4e3feba
637,P0642,Ramon Carbonel,PERSON,7bcfeef0-9646-409a-9fa1-d56ba416b63c
638,P0643,Ramon Carbonel,PERSON,b0c24161-473f-4d07-af28-605921d6a1d3
639,P0644,Raimundus de Acha,PERSON,6b85e3fb-da91-4ae9-bc04-0059de7c12ab
640,P0645,Raimundus David,PERSON,e0efb87e-cbce-4e2d-a6fe-6baf75027ba8
641,P0646,[Raimundus] de Barnac,PERSON,5379703f-1816-4f64-8acb-8a99e541039a
642,P0647,Ramon de Benag,PERSON,f016c395-29a5-40b4-ba22-7ba34f2fcf9d
643,P0648,Raimundus de Bernali,PERSON,e189c43d-5730-4e85-bbdc-9578977d64d5
644,P0649,[Raimundus] de Castronovo,PERSON,048ab516-7f31-445e-bd68-1eab4b82e31d
645,P0650,Raymundus de Galhat,PERSON,f8cfadb9-31a5-46e6-b6ba-a0bb1e2a3886
646,P0651,Raimundus de Gaillard,PERSON,3e20847e-7345-466f-b0b7-7906fb6b5faf
647,P0652,Ramon de Lagarda,PERSON,052564f6-4509-4564-aa08-1887aa4e88c0
648,P0653,Ramon de la Mota,PERSON,3c10ebc7-322a-4927-9897-3ad196290f98
649,P0654,[Raimundus] de Ramunderia,PERSON,69aa0040-af85-484b-b568-b329fafcb95a
650,P0655,[Raimundus] de La Ribeira,PERSON,11536ca4-665f-4e24-a2ed-c76cb781ef12
651,P0656,[Raimundus] de Lagarriga,PERSON,e6a4232d-849d-41cb-aff4-7d6581c23cb4
652,P0657,Raimundus de Lascroas Ropic,PERSON,15c7e719-624f-4511-94e5-478374bd6ce0
653,P0658,[Raimundus] de Loc,PERSON,4b5c197e-a2c2-4060-a4f0-32313043abc5
654,P0659,Raimundus de Manenti,PERSON,eb9d6c23-a66c-4afe-8ce7-620e17df6385
655,P0660,Raimundus de Monteacuto,PERSON,e9042d9f-4144-4b6d-b32d-66db9412a407
656,P0661,Raimundus de Perela,PERSON,d253a072-5d00-4466-b157-8f37c50eda18
657,P0662,[Raimundus] de Pratz,PERSON,1a30d479-e605-4741-b0e4-3460de84cd4e
658,P0663,Raimundus de Sancto Ilaro,PERSON,f6499d4c-d8e7-4ceb-95b4-3f065aad65c1
659,P0664,Raimundus Joannis,PERSON,edc4adcc-1841-4426-b483-b6cd1e1d0b31
660,P0665,[Raimundus] del Volve,PERSON,ca4f2f00-6667-45e6-8d82-4b4cc9fdaaff
661,P0666,[Raimundus] Donat,PERSON,76e273bc-a6ce-473f-9a30-18a2867e26e9
662,P0667,[Raimundus] Dorno,PERSON,436af804-787d-4adf-8bb2-f3a8d7c64b91
663,P0668,[Raimundus] de Broell,PERSON,505f9587-ad5b-4bba-9e8c-355344622660
664,P0669,[Raimundus] Durandi,PERSON,d4e218e5-f3d5-4f0c-8b73-ce8f0432be64
665,P0670,[Raimundus] Duranti de Gaulenas,PERSON,ada42d24-8edf-444a-b80b-64005b6bd47d
666,P0671,Raymundus Escuder,PERSON,f5e2f089-3e5a-4e98-9090-7ec83e515a5f
667,P0672,Raimundus Falqueti,PERSON,2663ab1e-cec1-4ed3-9172-78fe466190b1
668,P0673,Raimundus Fabri,PERSON,4f0b51c7-d98a-455e-988d-3b576ca3837d
669,P0674,[Raimundus] Forner,PERSON,eef746fc-ba77-4e58-8360-de6a91017d16
670,P0675,[Raimundus] Gastaudz,PERSON,db9c4d08-004e-41ff-91a3-395956d92eda
671,P0676,Ramundus Gauberti,PERSON,48718e90-f050-4adb-b085-3e32b59280c3
672,P0677,[Raimundus] Gauterii,PERSON,d35e2c1e-f900-441a-97d1-33facfbd14da
673,P0678,Ramon Guiraud,PERSON,a2543b73-b94c-44f4-82e6-7edf76e30f61
674,P0679,[Raimundus] Huc,PERSON,8c1be97d-549f-4f28-8188-fa93533f8bd5
675,P0680,Raimundus Laterda,PERSON,77ac0ba0-6a49-4a7d-ac7c-7422efe0e678
676,P0681,[Raimundus] Lauterii,PERSON,3132e123-d578-4635-9d1f-0286047237c5
677,P0682,[Raimundus] de Nava,PERSON,0285fa2a-7e07-418c-ba67-b0bbc9ba891b
678,P0683,[Raimundus] Textor,PERSON,90602d1f-6e6d-437b-80a8-7c98f1d6fb49
679,P0684,Raimundus Liuterii,PERSON,3826e1c2-9010-4cd5-9f51-5c7cf9560aa4
680,P0685,Raimundus Moliner,PERSON,0b92c100-692b-464d-96ef-b4f02c66a6ce
681,P0686,Raimundus Obrieri,PERSON,f806e66c-1ad5-4d24-99c6-873718e659f1
682,P0687,[Raimundus] Paira,PERSON,387dff66-395a-47a3-b805-a025c690d99d
683,P0688,[Raimundus] Paire,PERSON,20ad4e16-fc17-4932-a579-646d3860e6e0
684,P0689,Raimundus Pelegri,PERSON,ab3f682e-24c7-4ff1-9f11-44c6c39f8af5
685,P0690,[Raimundus] Pomels,PERSON,81d0845c-68be-4a62-b18e-89261bca7058
686,P0691,[Raimundus] Roger,PERSON,89bb9912-8374-46d1-9036-35f9c9f9d1d5
687,P0692,[Raimundus] Rufet,PERSON,04f2ee41-d0bb-410e-af5d-d466438ece99
688,P0693,[Raimundus] Sanz,PERSON,67ba537c-d6d9-427e-a2dc-efb96cef0ccf
689,P0694,[Raimundus] Sicart,PERSON,fe5d5669-f4e5-426c-8bdd-4cd41f687062
690,P0695,[father of Raimundus Sicart],PERSON,752f0666-d391-4466-bcee-8729fcb5d2f7
691,P0696,[Raimundus] Tavernas,PERSON,6f1ac4a6-e3a5-499a-85bf-af0c8bb51df2
692,P0697,"one of three brothers - first given the initial P, then G. Probably a scribal or transciption mistake",PERSON,2ef3abaf-3ae2-4fc9-a4e6-c88b0af3b488
693,P0698,[Petrus] [Tessender],PERSON,a961daac-0c8f-4f51-9215-278a6c3188fb
694,P0699,[Raimundus] Toseti,PERSON,5b93814f-1b0d-4e51-a8c1-02e3b12652b1
695,P0700,Raimundus Trollier,PERSON,a40b6fff-3618-409d-b8a9-89504a69d8b1
696,P0701,Raimunda,PERSON,89f2b8ab-9819-40e3-822c-ba44c5dae904
697,P0702,Alautor,PERSON,cd1d72d5-5f10-41de-809e-3ae63bfc9a7b
698,P0703,Raimunda,PERSON,84aa6df6-5864-4fe8-9fce-75e4f340a36a
699,P0704,Raimunda,PERSON,ec8a9552-9480-4740-9042-fa42ad3865e6
700,P0705,Ramunda,PERSON,0d61b5d5-9dc5-4712-a48e-cd9c1da3e231
701,P0706,Raimunda,PERSON,b2673637-10fe-43ad-96a6-1bcfb21e8d35
702,P0707,[Unknown] de Bosolens,PERSON,724c09ef-7dd1-4ef3-80ab-e32c85d89671
703,P0708,Raimunda,PERSON,57f6fcf3-7f59-4d6d-b081-eacee131d86c
704,P0709,Ramunda,PERSON,716af34f-cc34-4776-a2fe-00a13f5ff44f
705,P0710,Raimunda,PERSON,55eb1c46-4623-47a8-809d-3b106b6e923a
706,P0711,Raimunda,PERSON,dda7cf0e-bf5c-4271-86ad-3f509e7c4a16
707,P0712,Raimunda,PERSON,621d81a8-75c7-4599-99db-fe4700df7b44
708,P0713,Raimunda,PERSON,cd219d45-26fe-48e9-92f2-89b228fddb2d
709,P0714,Ramunda,PERSON,87f0fe67-186c-46c3-b319-accb37613126
710,P0715,Raimunda,PERSON,c74208e2-5d23-4dcf-91d9-55915236a30c
711,P0716,Raimunda Bega,PERSON,252d13da-378f-4a7d-98db-c2ea5fa24878
712,P0717,Raimunda d'Arcmeia,PERSON,a307e80b-cdc6-484a-8907-2c844bdb3363
713,P0718,Raimunda de Bornato,PERSON,e08f7d36-8f80-452f-88ad-afa5b9a81f00
714,P0719,Raimunda de Corn,PERSON,1db5d12c-a2af-4bc1-970c-f0bbb80b198b
715,P0720,Raimunda de Godaria,PERSON,435cfb47-e04f-4773-b561-6a17c2c8acc3
716,P0721,Raimunda de Charitate,PERSON,76a9ae97-2a9d-4e71-9b0d-f369d86206fb
717,P0722,Raimunda de Matfres,PERSON,68fca5e4-dde9-44e3-a321-7df586601b8a
718,P0723,Ramunda de Mazerac,PERSON,25c7a0dd-3aee-4b7d-b904-8160d0a0ccf5
719,P0724,Raimunda de Vairac,PERSON,63a3a573-3c4c-4636-b8a8-afd133e8efdd
720,P0725,Raimunda Salinera,PERSON,01649efe-6a7c-46f1-9ba5-9995fd2f10db
721,P0726,Raimundina,PERSON,4970d302-8679-42c4-9eb7-5b28cce8d9a7
722,P0727,Rainalda,PERSON,410c1a8d-f961-4086-8dce-4e4731b8d859
723,P0728,Ranerius Arpa,PERSON,7fdcef3c-6999-4bfd-8c6a-f07e6a354984
724,P0729,Ranulphus den Golesma,PERSON,324feebd-5e69-452d-bef0-4a17723296e1
725,P0730,Ranulphus Giraudos,PERSON,416ecb07-11cf-44ce-aaa7-f75fb27b30d3
726,P0731,Raimundus Arpa,PERSON,86d1f72e-8b8e-4ad9-b27e-301b6607ad1c
727,P0732,Ricarda de Lautarz,PERSON,55897b4c-4c20-4287-8fc9-d184d49df73c
728,P0733,Ricardis,PERSON,9284b79d-0229-41c9-b0f0-96943d9bab6e
729,P0734,Ricarda,PERSON,b837bd4f-a5a2-4be0-b319-d5766f144353
730,P0735,Ricarda,PERSON,ff67a701-af88-4583-81fb-18f5529e2b4e
731,P0736,Ricarda,PERSON,d20c9ec3-cb00-4c7f-96aa-1c6c5ea8107a
732,P0737,Ricarda,PERSON,793c7cf9-ba24-4dd0-b327-7183613f1658
733,P0738,Ricarda del Brosset,PERSON,c4a60321-c03d-4f0c-931f-562e5c4d36f7
734,P0739,Ricardis Fabrissa del Pruliaco,PERSON,8c544d4a-f62c-40f4-a279-c10d1487bf79
735,P0740,Ricardis Tessendeira,PERSON,bba682f2-349d-4695-a43f-df85d55c8999
736,P0741,Rigaldus de Spoli,PERSON,20dcfda4-d586-4578-aacb-6ebb5866dc73
737,P0742,Rixendis de Luzegio,PERSON,79c560b8-092d-450e-a23c-1c738bb0fb74
738,P0743,Robertus del Porcho,PERSON,c707daaa-74d0-41da-ba87-b4b651671554
739,P0744,Roms de Sapiac,PERSON,dd4c14fe-ff68-4966-b5c0-7297b8ed3770
740,P0745,[Son of Roms de Sapiac],PERSON,10c2ab82-908d-40b1-9842-0ff5257580e9
741,P0746,[Wife of Roms de Sapiac],PERSON,a35ae7e2-6a55-456c-83d3-87c8eb1e4e9f
742,P0747,Petrus [Raimundus],PERSON,34b79e36-4b94-4277-854b-f779c1f3420f
743,P0748,S. Geraldi,PERSON,963f57f5-c0fc-462f-9d3c-4f7e1bfcb1c0
744,P0749,S. [Guillelmus],PERSON,16279b39-3885-4034-9434-96d529929df7
745,P0750,Sedeira,PERSON,38e44637-42f3-45e7-b384-eceaa6ec02b6
746,P0751,Serena,PERSON,43d45453-87a9-440e-a70f-6fd7b843c3ef
747,P0752,Sebilia de Lafaia,PERSON,b57b75b6-d21e-45be-a938-9494bb2483a6
748,P0753,Sebilia de Lagarda,PERSON,30a5b08f-16c3-4425-98c7-d28db744ba96
749,P0754,Sebilia de Montecuquo,PERSON,38a67753-f752-4e8e-8508-71f1a9d281df
750,P0755,Simeon Agulher,PERSON,a9cc4bd8-c7b4-414e-b56d-3b331e4e536f
751,P0756,Stephana,PERSON,f25322f1-8053-4836-878e-de40296ec390
752,P0757,Stephana,PERSON,6c55a458-bce9-4358-8fb6-fb1af77b743d
753,P0758,Stephana,PERSON,23e7a5e4-2ab5-4a45-b77f-1f60af2cccaa
754,P0759,Stephana Donzela,PERSON,2681ea6b-866a-4923-9d28-faef6ecd25e0
755,P0760,Stephana Filhola,PERSON,820fdca5-08e0-4b48-bc78-53265bd00f5b
756,P0761,Tolera,PERSON,b5f38590-7e37-441b-8815-4d9d98bd5551
757,P0762,Tholosani,PERSON,832e1687-2d11-48c4-ae7d-8e1b5dc7e4a3
758,P0763,Toset de Noges,PERSON,737bf0af-1b57-4225-b06e-46c709eb6e8c
759,P0764,Vaus,PERSON,ba34a3b1-f035-43d9-a6fa-000d6e810c71
760,P0765,Vesiada hospitalaria,PERSON,5800101a-b6fa-43b0-8bad-0b9f71cb2d76
761,P0766,Vigorosus de Labacona,PERSON,92751482-7673-42df-bf92-f6293578ef44
762,P0767,Bernardus de Cautio,PERSON,d554f025-a67e-41fb-8ce9-3bf8f42ae1cf
763,P0768,Golesme,PERSON,5dbd5fc9-53d8-4bd3-803b-f71052c71065
764,P0769,[son of Bertrandus de Braulens],PERSON,01a3ef79-1500-4d0d-bf23-e7099fdc4a3b
765,P0770,[sister of Guillemus de Montegalhardo],PERSON,4148265d-09a1-4737-a12e-6ae7c6f14a0b
766,P0771,[husband of Guiralda del Riu],PERSON,2a75059c-0405-413d-a684-5109a5dac114
767,P0772,"[father of Guiraldus d'Engolsema, brother of Guillelmus d'Engolesma]",PERSON,d72e2a44-6d3f-40cd-8207-9b50ae6c83fa
768,P0773,G. d'Engolesma,PERSON,02d8e966-fcdc-43f0-bf6b-52dff5e2bd5e
769,P0774,[son of Stephana],PERSON,9a73d8e2-fe24-4fcb-a067-12b91b1a7b98
770,P0775,[pediceca of Raimunda],PERSON,254afe84-4fa2-469b-8c29-4186de2a3c3a
771,P0776,[puella of Guillelmus de Favars],PERSON,bc767135-eb9b-4607-8c66-63ce9dedd2cf
772,P0777,[Man guided to heretication by Petrus de Canasolas],PERSON,4c933d3d-ce14-4dc6-a9ec-7c7d615ac45b
773,P0778,[wife of Bernardus de Capella],PERSON,9c8ad859-b93d-4c5e-9e49-05a25eb7cdff
774,P0779,[son of Bernarda Rubea],PERSON,fbcceb59-d521-4138-842c-349620e3caa3
775,P0780,[infirm person known to Bernarda Rubea],PERSON,64f9de97-7c41-421f-9bf5-d051555df470
776,P0781,[Husband of Guillelma de Via],PERSON,01c9fbae-d363-4b2d-a8c7-0eafb13a08d8
777,P0782,[Mother of Adamarius de La Roca],PERSON,7c899dfb-a5dd-4331-8992-54ec0158ed59
778,C0076,abjuration,CONCEPT,29eac3eb-833b-47ba-81cf-cd36cdbdcd8a
779,C0094,accusation,CONCEPT,7cc26041-b179-4ba5-9d10-81ebf304d3a5
780,C0114,Adam (first man),CONCEPT,3d8bc1df-99de-4ee2-8375-9a8913fa57ea
781,C0123,something,CONCEPT,9eede06a-256f-45ee-b957-3fd1fb30c640
782,C0124,someone,CONCEPT,61e1eb1b-9a6c-4123-9512-602f05233786
783,C0173,soul,CONCEPT,88c823d8-e64e-43d6-ac2b-6b086f3a25b4
784,C0081,appareillement,CONCEPT,8fe5fb75-47eb-4727-af19-1f2060aa3202
785,C0181,water,CONCEPT,6ee83f86-6d34-411d-bc8b-75d03e73482c
786,C0182,holy water,CONCEPT,e34af50b-a671-40d1-a0e2-39ca839fefa0
787,C0184,holy water: only water,CONCEPT,e4d0f255-1f0e-4971-bc41-33aef90dc1f8
788,C0093,summary of accusation,CONCEPT,0c9df35f-453a-4697-b800-101d9098a43d
789,C0148,Beguin,CONCEPT,3b14f481-9c1a-4e5d-8938-00ac6275f1ec
790,C0185,blessed,CONCEPT,e40039fc-1948-4640-aaa4-dfaef200e02c
791,C0127,property,CONCEPT,43d04a8e-035c-4110-9542-71e838002114
792,C0069,property: all his/her property,CONCEPT,90e366f3-716d-4432-8d0f-0c71b695d4b5
793,C0037,the good,CONCEPT,994bd0af-14ff-42ba-a3d6-281f142ea57b
794,C0193,good,CONCEPT,99bc4c65-62ae-4b6f-84da-454874ec1cb1
795,C0163,shoes (pair of),CONCEPT,48e87773-83c3-4a86-96c7-17c2ec26e94b
796,C0164,shirt,CONCEPT,bf01ab06-5cfb-41ae-9970-e984fb34d77b
797,C0161,canons regular,CONCEPT,b90cc231-314a-468b-8f17-ecc97fe2fb17
798,C0160,Augustinian Canons Regular,CONCEPT,90b1f820-e2e4-4b2f-ac50-6378333fea70
799,C0070,commune of Milan,CONCEPT,0a4380c7-d49e-4edc-8cc2-970eed442241
800,C0098,appearance in court,CONCEPT,54bf85b3-f220-49a4-a36e-c6a59d4ecdf3
801,C0019,believer of the heretics,CONCEPT,814fb87d-58f9-4c51-9ad8-141fe898629b
802,C0227,believer [of the heretics],CONCEPT,83a9643b-50e6-4ef9-addf-8a5583145029
803,C0092,summary of guilt,CONCEPT,17813570-3062-4576-9a93-02cf79366a2c
804,C0095,denuntiation,CONCEPT,1e3b678c-f28e-49ab-8460-5ea8fa60abba
805,C0126,depositary of heretics [i.e. Cathars],CONCEPT,ba507100-8640-482c-b5fd-0eb8f56472bc
806,C0099,deposition,CONCEPT,ff7572e1-fbd2-4c2d-8583-9cd6b3d11283
807,C0110,God the Father,CONCEPT,898cabd2-2de3-4b7b-962e-16453b86e66e
808,C0196,tell the truth about oneself and others,CONCEPT,42da85d4-ba3f-4fa9-a4dc-1e2214f73b72
809,C0068,"tell the truth about oneself and others, both living and dead",CONCEPT,13fbd486-c9b6-47a4-a014-f73ea283feda
810,C0073,deposition,CONCEPT,d52e66c7-f935-428a-bb82-2ee02493e85a
811,C0189,teachings/doctrine,CONCEPT,88ee45a0-cd54-4cdb-99d6-884c516f9494
812,C0169,teachings of the Church,CONCEPT,383aae9d-3419-4a2a-80a6-dbf3c866b9c0
813,C0177,teachings of the Church are worth nothing,CONCEPT,f3ba7910-e7f1-490e-95cb-746cf2e41188
814,C0175,teachings of the Church are not profitable to man's soul,CONCEPT,210765d5-5862-4132-9eab-35415138c36f
815,C0054,houses of heretics,CONCEPT,05e21c01-1c6e-4d68-b421-d1f55829028e
816,C0053,"houses of heretics: ""houses in which they stayed""",CONCEPT,10a4a1aa-941f-46d4-ab13-43be3b02ea34
817,C0055,"houses of heretics: ""their own houses""",CONCEPT,9a49334b-84f1-4a0f-a271-0dea9d5cf779
818,C0056,"houses of heretics: ""where they stayed publicly""",CONCEPT,1c10a294-96a1-4ee4-8d23-094b2a80b971
819,C0014,Church,CONCEPT,742ee944-ea4b-4396-a335-cb1ab8fc706a
820,C0084,churchperson,CONCEPT,8a9a7659-12b5-4e31-a7ea-1803cf5960a8
821,C0016,churches (buildings),CONCEPT,6eb2a066-f567-4bd5-add5-4baf6c3b1daf
822,C0187,effect,CONCEPT,147fde81-d2f4-490e-9f29-687424eda17b
823,C0033,almsgiving,CONCEPT,8830305d-0686-4063-a2dc-4ab77c5f39e0
824,C0032,almsgiving: it is good to give alms,CONCEPT,66fddc6a-9f9c-4173-a8e2-170c3cf2aece
825,C0030,almsgiving: those who give alms to non-heretics do not have merit,CONCEPT,47decce1-a50a-4687-a96c-c89db47cef55
826,C0027,almsgiving: those who give alms to the heretics have merit,CONCEPT,9e5d7022-103b-4a51-82fd-8716171ae987
827,C0122,error,CONCEPT,a7517b99-6648-4ada-9a86-ed7129c24fa6
828,C0052,errors,CONCEPT,31b3bdc3-1b0e-483e-a5de-2609fc21302f
829,C0165,outside the period of grace,CONCEPT,4eec5fb5-8a4c-4444-abee-edaeeee42daf
830,C0119,beans,CONCEPT,4eea891a-09ff-46ee-9678-0538291b6a76
831,C0011,fact of heresy,CONCEPT,18e3984c-f85a-47a2-89b4-0e3ba53eed9a
832,C0007,false witness,CONCEPT,b1fa0d2c-7464-436a-bf63-706c3e68818b
833,C0171,female,CONCEPT,2515d808-6af9-400a-900b-ded9c903956b
834,C0066,Catholic faith,CONCEPT,abf3f95f-16fd-4369-a642-7f9a03d541b7
835,C0111,Son of God,CONCEPT,e0b87558-f044-41de-b889-d67ba57f7021
836,C0139,grain,CONCEPT,57cfddf8-6007-4262-9bdf-159fb717473f
837,C0051,heresies,CONCEPT,30e0f612-fd87-4e3e-85ab-6218a4c12bc8
838,C0001,heresy,CONCEPT,6f2204f2-389f-4ca3-833f-35f44fc40a89
839,C0002,heretical depravity,CONCEPT,feae11cc-d1d1-4444-8845-2b320271d4e3
840,C0082,heretication [Cathar],CONCEPT,228cf8ad-ce0f-4782-9f81-39399280b697
841,C0208,heretics,CONCEPT,5993e760-a6cc-4fb4-b1f6-ec76dccd5ce5
842,C0028,heretics [Cathar Good Christians],CONCEPT,702b3022-998f-46a6-b99a-2e5d3301f509
843,C0125,heretics can save,CONCEPT,fa08bfa8-1504-48ab-8c33-8e1b23bf08c9
844,C0057,heretics are good men,CONCEPT,5ca4c643-630f-4bd2-9d0c-6aa36072bcbc
845,C0026,heretics are in truth and justice,CONCEPT,6c316d1f-e4b8-4703-aa7c-4a195dc7a102
846,C0029,vested heretics,CONCEPT,7db9d06d-52a4-423e-a4a1-8a697f964e99
847,C0067,persecute heretics,CONCEPT,b0a45dbf-b85c-4417-950d-0204d421b8c1
848,C0006,heretic,CONCEPT,6adde3e8-759d-4cf5-a21f-e0270fadb1a4
849,C0132,heretic [Cathar Good Christian],CONCEPT,5cf807b7-6343-44e0-8411-62bf7d62a2da
850,C0143,heretic perfect,CONCEPT,26ee9eac-b8ea-4763-95ae-dab51dd07f5c
851,C0022,vested heretic,CONCEPT,47916fb4-ccda-4715-98a1-c856f61343a0
852,C0036,good: one should do good,CONCEPT,648092e0-7c7f-4122-b9f3-75aa975e7a4e
853,C0089,holy images,CONCEPT,f3283e14-2f46-4d4d-a60d-18e19e114db2
854,C0101,images of saints,CONCEPT,712763b7-d2bd-408b-a955-ce9d0d95abf8
855,C0085,indulgence,CONCEPT,54fc17a7-c77e-4d90-84ce-4baec440f918
856,C0020,inquisition,CONCEPT,8e7de4e2-2135-4f21-9875-9292b091879d
857,C0003,inquisition of heretical depravity,CONCEPT,3492f806-1609-4ae0-9bfb-6cfec97bd1c8
858,C0146,inquisitor [in general],CONCEPT,e2be3841-11ae-4805-b643-9f8724e42716
859,C0121,inquisitor [of heretical depravity],CONCEPT,c14b05fa-7a2e-48c5-9f19-dc13f2399bae
860,C0072,inquisitor of heretical depravity,CONCEPT,26b20b56-bea0-41ae-a837-1c9d42fb706e
